,carat,cut,color,clarity,depth,table,price,x,y,z
31730,0.7,Very Good,I,VS2,62.3,58.0,2273,5.58,5.65,3.5
31731,0.7,Very Good,H,SI1,60.9,59.0,2273,5.72,5.75,3.49
31732,0.75,Premium,I,SI1,62.0,60.0,2273,5.8,5.75,3.57
31733,0.7,Premium,E,SI2,62.1,59.0,2273,5.65,5.63,3.5
31734,0.53,Ideal,E,VVS2,62.2,54.0,2273,5.19,5.23,3.24
31735,0.53,Ideal,F,VVS1,62.1,53.2,2273,5.17,5.21,3.22
31736,0.7,Fair,G,VS2,57.3,63.0,2273,5.78,5.84,3.33
31737,0.7,Very Good,E,SI2,63.1,56.0,2273,5.66,5.63,3.56
31738,0.61,Very Good,F,VVS2,60.5,58.5,2274,5.44,5.64,3.34
31739,0.71,Very Good,G,SI1,63.3,56.0,2274,5.66,5.69,3.59
31740,0.71,Very Good,G,SI1,62.7,58.0,2274,5.7,5.72,3.58
31741,0.7,Ideal,E,VS2,61.4,57.0,2274,5.72,5.78,3.53
31742,0.7,Good,I,VS1,63.2,55.0,2274,5.58,5.63,3.54
31743,0.71,Fair,G,VS2,65.7,56.0,2274,5.51,5.54,3.63
31744,0.81,Premium,G,SI2,59.0,57.0,2274,6.14,6.1,3.61
31745,0.5,Very Good,E,VVS2,62.4,55.0,2275,5.08,5.11,3.18
31746,0.48,Very Good,E,VVS1,60.6,56.0,2275,5.13,5.06,3.09
31747,0.7,Very Good,E,SI1,61.3,61.0,2275,5.66,5.7,3.48
31748,0.77,Ideal,G,SI2,61.2,57.0,2275,5.94,5.98,3.65
31749,0.77,Premium,I,VS2,61.6,58.0,2275,5.92,5.96,3.66
31750,0.53,Ideal,F,VVS2,61.4,56.0,2275,5.19,5.23,3.2
31751,0.52,Ideal,E,VS1,61.8,56.0,2275,5.17,5.19,3.2
31752,0.66,Good,G,VS1,59.6,60.2,2275,5.66,5.71,3.38
31753,0.71,Premium,F,SI2,62.1,60.0,2275,5.7,5.66,3.53
31754,0.7,Very Good,H,VS2,62.3,56.0,2276,5.66,5.7,3.54
31755,0.7,Very Good,G,SI1,62.8,57.0,2276,5.62,5.66,3.54
31756,0.7,Very Good,G,SI1,63.0,59.0,2276,5.64,5.67,3.56
31757,0.7,Ideal,I,VVS2,62.5,54.0,2276,5.69,5.74,3.57
31758,0.73,Ideal,F,SI2,62.7,57.0,2276,5.75,5.79,3.62
31759,0.7,Ideal,G,SI1,62.4,56.0,2276,5.66,5.69,3.54
31760,0.7,Good,I,SI1,58.5,61.0,2276,5.76,5.82,3.39
31761,0.74,Very Good,J,IF,60.3,58.0,2277,5.82,5.86,3.52
31762,0.71,Very Good,H,VS1,62.8,58.0,2277,5.67,5.7,3.57
31763,0.79,Ideal,I,SI2,62.1,56.0,2277,5.92,5.97,3.69
31764,0.7,Very Good,F,SI1,59.1,59.0,2278,5.76,5.91,3.45
31765,0.7,Very Good,F,SI1,63.1,54.0,2278,5.64,5.67,3.57
31766,0.77,Very Good,F,SI2,61.1,59.0,2278,5.85,5.95,3.59
31767,0.75,Good,E,SI2,63.2,57.0,2278,5.76,5.82,3.66
31768,0.75,Ideal,E,SI2,62.1,57.0,2278,5.81,5.85,3.62
31769,0.73,Ideal,G,SI1,61.6,57.0,2278,5.81,5.79,3.57
31770,0.61,Ideal,E,VS2,62.2,54.0,2278,5.51,5.49,3.42
31771,0.85,Good,J,SI1,59.2,64.0,2278,6.17,6.13,3.64
31772,0.73,Premium,E,SI2,61.8,58.0,2278,5.76,5.71,3.54
31773,0.56,Ideal,G,IF,62.0,56.0,2279,5.28,5.33,3.29
31774,0.72,Ideal,J,IF,62.0,55.0,2279,5.74,5.77,3.57
31775,0.71,Very Good,D,SI2,61.8,63.0,2279,5.73,5.67,3.52
31776,0.7,Very Good,G,SI1,62.7,55.0,2281,5.63,5.66,3.54
31777,0.56,Ideal,F,VVS2,62.3,54.0,2281,5.29,5.34,3.31
31778,0.53,Good,F,VVS2,62.5,65.0,2281,5.11,5.17,3.21
31779,0.74,Very Good,E,SI2,63.0,58.0,2282,5.73,5.77,3.62
31780,0.71,Good,F,SI2,64.5,55.6,2282,5.58,5.61,3.6
31781,0.71,Good,H,SI1,58.4,62.1,2282,5.8,5.83,3.4
31782,0.77,Premium,F,SI2,62.2,58.0,2282,5.9,5.85,3.66
31783,0.81,Very Good,J,VS2,60.4,59.0,2283,6.04,6.11,3.67
31784,0.71,Good,I,VVS2,63.7,56.0,2283,5.68,5.63,3.6
31785,0.71,Premium,G,SI1,62.3,56.0,2283,5.69,5.65,3.53
31786,0.5,Ideal,F,VVS2,61.8,53.0,2283,5.13,5.18,3.19
31787,0.7,Ideal,E,SI2,62.5,54.0,2283,5.68,5.71,3.56
31788,0.92,Fair,H,SI2,66.1,57.0,2283,6.22,6.0,4.05
31789,0.72,Very Good,D,SI1,62.9,58.0,2285,5.7,5.72,3.59
31790,0.7,Premium,G,SI1,61.6,58.0,2285,5.71,5.65,3.5
31791,0.7,Ideal,H,SI2,60.4,58.0,2285,5.82,5.77,3.5
31792,0.61,Ideal,G,VS2,61.6,55.0,2286,5.46,5.48,3.37
31793,0.7,Very Good,H,VS2,60.0,55.0,2287,5.73,5.77,3.45
31794,0.27,Ideal,H,VS2,60.5,57.0,397,4.17,4.19,2.53
31795,0.27,Premium,G,VS2,62.4,59.0,397,4.11,4.13,2.57
31796,0.25,Very Good,D,VS2,61.1,60.0,399,4.07,4.11,2.5
31797,0.27,Very Good,G,VS1,58.8,57.0,399,4.25,4.36,2.53
31798,0.24,Good,F,VS1,62.5,60.0,399,3.96,3.98,2.48
31799,0.25,Good,D,VS1,57.6,60.0,399,4.15,4.18,2.4
31800,0.31,Ideal,J,VS2,61.8,54.1,400,4.35,4.38,2.7
31801,0.31,Ideal,J,VS2,62.1,53.6,400,4.36,4.39,2.72
31802,0.23,Very Good,E,VS2,62.4,60.0,400,3.9,3.92,2.44
31803,0.23,Premium,E,VS1,61.8,60.0,400,3.91,3.95,2.43
31804,0.3,Ideal,E,SI2,62.1,54.0,401,4.32,4.35,2.69
31805,0.3,Ideal,E,SI2,62.1,55.0,401,4.3,4.33,2.68
31806,0.3,Ideal,E,SI2,62.0,54.0,401,4.33,4.35,2.69
31807,0.25,Good,H,VVS1,60.6,64.0,401,4.05,4.07,2.46
31808,0.23,Very Good,D,VS2,61.6,58.0,402,3.96,3.99,2.45
31809,0.23,Very Good,D,VS2,63.1,58.0,402,3.91,3.95,2.48
31810,0.23,Very Good,E,VS2,60.8,58.0,402,3.97,4.05,2.44
31811,0.23,Very Good,F,VS2,63.4,56.0,402,3.84,3.89,2.45
31812,0.23,Very Good,F,VS2,61.0,59.0,402,3.95,3.99,2.42
31813,0.23,Very Good,F,VS2,59.1,59.0,402,4.02,4.07,2.39
31814,0.23,Very Good,F,VS2,61.6,59.0,402,3.96,4.0,2.45
31815,0.23,Very Good,F,VS2,59.4,57.0,402,4.06,4.09,2.42
31816,0.31,Good,G,VS2,63.6,56.0,544,4.26,4.29,2.72
31817,0.31,Ideal,G,VS2,61.7,57.0,544,4.33,4.36,2.68
31818,0.31,Ideal,E,SI1,62.7,57.0,544,4.29,4.32,2.7
31819,0.31,Good,H,VS1,63.2,57.0,544,4.29,4.32,2.72
31820,0.31,Premium,E,VS2,60.5,60.0,544,4.34,4.39,2.64
31821,0.31,Good,E,SI1,63.5,55.0,544,4.31,4.35,2.75
31822,0.31,Very Good,G,VS2,63.0,54.0,544,4.33,4.37,2.74
31823,0.31,Ideal,G,VS2,61.4,57.0,544,4.33,4.37,2.67
31824,0.31,Very Good,E,SI1,63.0,59.0,544,4.26,4.31,2.7
31825,0.31,Good,E,SI1,63.4,55.0,544,4.29,4.32,2.73
31826,0.31,Very Good,E,SI1,62.0,58.0,544,4.3,4.35,2.68
31827,0.31,Ideal,H,VS1,62.6,55.0,544,4.31,4.35,2.71
31828,0.31,Ideal,G,VS2,61.4,56.0,544,4.34,4.36,2.67
31829,0.3,Very Good,E,VS2,62.9,58.0,544,4.27,4.31,2.7
31830,0.31,Good,E,SI1,63.2,59.0,544,4.28,4.33,2.72
31831,0.31,Ideal,G,VS2,61.7,55.0,544,4.35,4.37,2.69
31832,0.31,Very Good,H,VS1,61.4,56.0,544,4.37,4.39,2.69
31833,0.31,Good,E,SI1,63.1,57.0,544,4.28,4.31,2.71
31834,0.31,Ideal,G,VS2,61.8,57.0,544,4.34,4.36,2.69
31835,0.31,Premium,I,VVS2,59.4,59.0,544,4.41,4.44,2.63
31836,0.31,Ideal,G,VS2,59.6,57.0,544,4.4,4.43,2.63
31837,0.31,Very Good,I,VVS2,61.6,59.0,544,4.31,4.33,2.66
31838,0.7,Very Good,G,VS1,60.5,62.0,2287,5.72,5.76,3.47
31839,0.34,Ideal,D,IF,62.1,57.0,2287,4.46,4.52,2.79
31840,0.7,Ideal,I,SI1,62.6,54.0,2287,5.63,5.71,3.55
31841,0.7,Ideal,I,SI1,62.8,56.0,2287,5.64,5.67,3.55
31842,0.7,Ideal,I,SI1,61.0,57.0,2287,5.71,5.74,3.5
31843,0.73,Very Good,I,VS1,62.4,56.0,2288,5.72,5.76,3.58
31844,0.76,Ideal,H,SI2,63.0,56.0,2288,5.81,5.84,3.67
31845,0.7,Ideal,F,SI1,61.3,57.0,2288,5.72,5.77,3.52
31846,0.62,Good,D,VS2,58.9,64.0,2288,5.62,5.55,3.29
31847,0.74,Ideal,H,SI2,61.4,56.0,2289,5.78,5.84,3.57
31848,0.51,Very Good,D,VVS2,63.1,58.0,2289,5.1,5.07,3.21
31849,0.53,Premium,F,VS2,60.6,58.0,2290,5.26,5.2,3.17
31850,0.57,Very Good,F,VVS2,62.6,58.0,2290,5.28,5.3,3.31
31851,0.7,Very Good,E,SI2,60.1,56.0,2290,5.76,5.79,3.47
31852,0.7,Fair,G,VS1,65.2,57.0,2290,5.56,5.52,3.61
31853,0.44,Ideal,D,VVS1,60.6,56.0,2290,4.95,4.99,3.01
31854,0.44,Ideal,D,VVS1,61.0,57.0,2290,4.91,4.93,3.0
31855,0.7,Good,F,VS2,63.8,60.0,2290,5.61,5.52,3.55
31856,0.56,Premium,F,VVS2,59.5,61.0,2290,5.36,5.33,3.18
31857,0.53,Premium,F,VVS2,61.4,57.0,2290,5.22,5.2,3.2
31858,0.53,Ideal,F,VVS2,61.3,55.0,2291,5.23,5.27,3.22
31859,0.53,Ideal,F,VVS2,61.3,56.0,2291,5.21,5.24,3.2
31860,1.01,Very Good,D,I1,63.4,61.0,2291,6.38,6.3,4.02
31861,0.74,Premium,D,SI2,61.8,59.0,2291,5.85,5.83,3.61
31862,0.77,Ideal,J,VS2,61.9,54.0,2292,5.89,5.94,3.66
31863,0.56,Ideal,D,VS1,62.5,56.0,2292,5.26,5.3,3.3
31864,0.7,Very Good,G,SI1,63.5,56.0,2293,5.64,5.7,3.6
31865,0.77,Very Good,H,SI2,63.3,58.0,2293,5.78,5.76,3.65
31866,0.67,Good,F,VS1,62.3,62.0,2293,5.5,5.59,3.46
31867,0.7,Premium,H,VS1,62.3,59.0,2293,5.71,5.66,3.54
31868,1.05,Fair,H,I1,61.8,57.0,2293,6.51,6.4,3.99
31869,0.7,Very Good,I,VS1,61.4,57.0,2294,5.72,5.74,3.52
31870,0.8,Very Good,H,SI2,62.7,57.0,2294,5.88,5.95,3.71
31871,0.71,Premium,I,VS2,62.1,59.0,2294,5.7,5.73,3.55
31872,0.55,Ideal,F,VVS2,61.5,57.0,2294,5.24,5.27,3.23
31873,0.55,Ideal,F,VVS2,60.8,56.0,2294,5.27,5.32,3.22
31874,0.7,Ideal,H,SI1,62.6,55.0,2294,5.65,5.7,3.55
31875,0.7,Ideal,H,SI1,62.5,55.0,2294,5.69,5.71,3.56
31876,0.85,Premium,J,VS2,60.7,58.0,2295,6.12,6.08,3.71
31877,0.72,Ideal,G,SI2,62.6,52.0,2295,5.74,5.77,3.6
31878,0.72,Ideal,G,SI2,62.3,54.0,2295,5.76,5.79,3.6
31879,0.75,Premium,I,SI1,59.1,58.0,2295,5.91,5.87,3.48
31880,0.74,Ideal,F,SI2,60.3,58.0,2295,5.84,5.82,3.51
31881,0.75,Premium,H,SI2,63.0,58.0,2295,5.79,5.76,3.64
31882,0.79,Very Good,I,SI1,61.8,60.0,2296,5.92,5.96,3.67
31883,0.52,Ideal,D,VS1,62.2,56.0,2296,5.16,5.13,3.2
31884,0.58,Premium,G,VS2,62.2,58.0,2297,5.35,5.32,3.32
31885,0.53,Very Good,E,VVS2,60.7,59.0,2297,5.19,5.28,3.18
31886,0.5,Ideal,E,VVS2,61.8,53.6,2297,5.1,5.13,3.16
31887,0.58,Premium,E,VS1,62.2,58.0,2297,5.35,5.3,3.31
31888,0.74,Very Good,F,SI2,59.6,60.0,2298,5.85,6.0,3.53
31889,0.7,Very Good,E,SI2,63.2,56.0,2298,5.6,5.64,3.55
31890,0.56,Ideal,F,VVS2,61.9,56.0,2298,5.28,5.32,3.28
31891,0.7,Ideal,H,SI2,61.8,57.0,2298,5.67,5.72,3.52
31892,0.56,Ideal,G,IF,61.7,55.0,2298,5.29,5.34,3.28
31893,0.72,Premium,F,SI2,60.5,59.0,2298,5.83,5.8,3.52
31894,0.7,Premium,D,SI2,62.1,60.0,2299,5.71,5.73,3.55
31895,0.79,Very Good,J,VS2,60.8,56.0,2300,5.98,6.02,3.65
31896,0.87,Very Good,J,SI1,61.4,57.0,2300,6.14,6.17,3.78
31897,0.71,Premium,I,VS2,59.3,59.0,2300,5.89,5.81,3.47
31898,0.74,Premium,H,SI1,62.4,58.0,2300,5.75,5.7,3.57
31899,0.75,Ideal,J,VS1,62.9,57.0,2300,5.74,5.81,3.63
31900,0.71,Premium,I,VS2,60.4,60.0,2300,5.8,5.72,3.48
31901,0.71,Good,F,SI1,57.9,53.0,2300,5.84,5.8,3.37
31902,0.71,Fair,G,SI2,64.4,58.0,2300,5.59,5.56,3.59
31903,0.81,Fair,F,SI2,68.8,79.0,2301,5.26,5.2,3.58
31904,0.52,Ideal,E,VVS2,61.8,56.0,2301,5.16,5.19,3.2
31905,0.52,Ideal,D,VVS2,61.4,56.0,2302,5.23,5.2,3.2
31906,0.59,Very Good,F,VVS2,63.5,59.0,2302,5.28,5.3,3.36
31907,0.73,Ideal,I,VS1,62.1,55.8,2302,5.77,5.81,3.6
31908,0.77,Ideal,H,SI2,60.8,57.0,2302,5.96,5.89,3.6
31909,0.51,Ideal,G,VVS2,61.2,56.0,2303,5.16,5.17,3.16
31910,0.8,Premium,E,SI2,59.1,61.0,2304,6.03,5.99,3.55
31911,0.56,Very Good,E,VVS2,60.3,57.0,2304,5.33,5.37,3.23
31912,0.96,Fair,J,I1,59.5,60.0,2304,6.28,6.23,3.72
31913,0.71,Ideal,F,SI2,62.2,56.0,2304,5.71,5.74,3.56
31914,0.72,Good,E,SI1,63.9,58.0,2305,5.72,5.64,3.63
31915,0.71,Good,I,VS1,63.3,56.0,2306,5.65,5.69,3.59
31916,0.71,Premium,I,VS1,61.8,58.0,2306,5.72,5.76,3.55
31917,0.71,Good,I,VS1,63.6,56.0,2306,5.65,5.7,3.61
31918,0.71,Ideal,I,VS1,62.1,56.0,2306,5.68,5.72,3.54
31919,0.71,Premium,E,SI2,61.1,58.0,2306,5.76,5.73,3.51
31920,0.71,Premium,E,SI2,61.4,59.0,2306,5.74,5.7,3.51
31921,0.6,Ideal,E,VS1,62.2,56.0,2306,5.36,5.44,3.36
31922,0.7,Premium,F,SI1,59.9,58.0,2306,5.73,5.69,3.42
31923,0.61,Ideal,F,VS1,60.7,56.0,2306,5.52,5.49,3.34
31924,0.87,Ideal,H,SI2,63.0,57.0,2307,6.07,6.02,3.81
31925,0.78,Very Good,F,SI2,61.5,59.0,2307,5.88,5.95,3.63
31926,0.7,Premium,E,SI2,60.6,59.0,2307,5.76,5.73,3.48
31927,0.54,Ideal,D,VS2,61.6,55.0,2307,5.25,5.27,3.24
31928,0.81,Ideal,J,SI1,62.0,56.0,2307,6.0,6.03,3.73
31929,0.7,Good,E,SI2,63.7,61.0,2307,5.64,5.6,3.58
31930,0.7,Premium,E,SI2,62.9,59.0,2307,5.67,5.59,3.54
31931,0.75,Premium,D,SI2,60.3,61.0,2307,5.88,5.86,3.54
31932,0.76,Ideal,J,VS1,61.9,54.0,2307,5.88,5.84,3.63
31933,0.71,Ideal,E,SI1,61.5,57.0,2308,5.74,5.78,3.54
31934,0.71,Ideal,E,SI1,62.0,56.0,2308,5.72,5.77,3.56
31935,0.72,Good,E,SI2,57.9,56.0,2308,5.93,5.85,3.41
31936,0.72,Ideal,E,SI2,61.8,55.0,2308,5.77,5.75,3.56
31937,0.67,Very Good,G,VS1,59.9,57.4,2309,5.69,5.75,3.42
31938,0.73,Premium,F,SI2,61.6,58.0,2309,5.79,5.73,3.55
31939,0.74,Ideal,G,SI1,62.7,56.0,2309,5.78,5.74,3.61
31940,0.67,Good,F,VS2,58.7,61.5,2309,5.67,5.79,3.37
31941,0.7,Ideal,D,SI1,61.2,54.0,2310,5.79,5.75,3.53
31942,0.7,Very Good,G,SI1,61.7,56.0,2310,5.66,5.75,3.52
31943,0.7,Premium,E,SI1,62.4,60.0,2310,5.72,5.63,3.54
31944,0.62,Very Good,D,VS1,63.4,55.0,2310,5.46,5.43,3.45
31945,0.51,Premium,F,VVS2,61.9,56.0,2310,5.17,5.13,3.19
31946,0.9,Fair,G,I1,66.0,58.0,2310,5.96,5.88,3.91
31947,0.7,Good,E,SI2,57.8,61.0,2310,5.88,5.82,3.38
31948,0.7,Good,D,SI2,58.5,65.0,2310,5.79,5.76,3.38
31949,0.7,Very Good,E,SI2,63.5,54.0,2310,5.69,5.64,3.6
31950,0.62,Very Good,D,VS2,59.2,59.1,2311,5.55,5.6,3.3
31951,0.72,Good,G,VS2,63.4,53.0,2311,5.72,5.79,3.64
31952,0.83,Good,J,SI1,63.8,58.0,2311,5.97,5.95,3.8
31953,0.72,Premium,H,SI1,62.2,57.0,2311,5.75,5.72,3.57
31954,0.78,Very Good,J,VS2,63.0,58.0,2312,5.84,5.87,3.69
31955,0.7,Very Good,H,VS2,63.6,56.0,2312,5.6,5.63,3.57
31956,0.7,Very Good,F,SI1,61.4,59.0,2312,5.67,5.7,3.49
31957,0.7,Very Good,F,SI1,60.3,59.0,2312,5.73,5.78,3.47
31958,0.7,Very Good,F,SI1,61.3,58.0,2312,5.7,5.72,3.5
31959,0.7,Very Good,E,SI1,60.3,60.0,2312,5.77,5.81,3.49
31960,0.7,Ideal,G,SI1,61.1,57.0,2312,5.72,5.77,3.51
31961,0.7,Good,D,SI2,59.3,64.0,2312,5.8,5.76,3.43
31962,0.54,Premium,E,VVS2,61.0,59.0,2313,5.28,5.27,3.22
31963,0.7,Very Good,F,SI1,61.7,59.0,2313,5.64,5.68,3.49
31964,0.71,Very Good,E,SI2,62.2,58.0,2313,5.68,5.73,3.55
31965,0.6,Ideal,G,VVS2,61.4,59.0,2313,5.37,5.41,3.31
31966,0.71,Ideal,H,SI1,62.7,55.0,2313,5.66,5.7,3.56
31967,0.7,Good,F,SI1,60.0,62.0,2313,5.73,5.83,3.47
31968,0.63,Ideal,D,SI1,62.0,56.0,2313,5.5,5.47,3.4
31969,0.81,Premium,I,SI1,61.8,58.0,2313,5.97,5.91,3.68
31970,0.81,Ideal,H,SI2,63.0,57.0,2313,5.94,5.9,3.73
31971,0.81,Premium,H,SI2,61.6,62.0,2313,6.0,5.92,3.67
31972,0.72,Premium,F,SI1,61.6,60.0,2314,5.79,5.73,3.55
31973,0.7,Premium,G,VS2,62.1,60.0,2314,5.71,5.65,3.53
31974,0.71,Good,H,VS1,63.6,55.0,2315,5.58,5.65,3.57
31975,0.71,Ideal,I,VS2,62.1,59.0,2315,5.73,5.7,3.55
31976,0.7,Very Good,I,VS2,60.1,57.0,2316,5.79,5.82,3.49
31977,0.76,Very Good,I,SI1,57.5,62.0,2316,6.03,6.08,3.48
31978,0.72,Premium,G,SI1,61.3,56.0,2316,5.79,5.76,3.54
31979,0.6,Premium,F,VVS2,62.4,56.0,2316,5.44,5.39,3.38
31980,0.59,Very Good,H,IF,61.7,56.0,2317,5.42,5.48,3.36
31981,0.7,Premium,G,VS2,61.7,58.0,2317,5.68,5.73,3.52
31982,0.7,Premium,G,VS2,60.8,58.0,2317,5.75,5.8,3.51
31983,0.71,Ideal,G,SI1,62.3,56.0,2317,5.73,5.7,3.56
31984,0.71,Premium,F,SI1,61.1,62.0,2317,5.76,5.72,3.51
31985,0.71,Premium,D,SI2,61.6,60.0,2317,5.7,5.64,3.49
31986,0.51,Ideal,E,VVS1,62.4,55.0,2317,5.08,5.12,3.18
31987,0.79,Premium,I,SI1,61.8,60.0,2317,5.96,5.92,3.67
31988,0.73,Fair,E,SI1,64.6,59.0,2317,5.69,5.64,3.66
31989,0.56,Ideal,F,VS2,62.7,55.0,2318,5.32,5.27,3.32
31990,0.56,Premium,F,VS2,60.7,57.0,2318,5.39,5.35,3.26
31991,0.54,Very Good,D,VVS2,62.1,55.0,2318,5.21,5.26,3.25
31992,0.65,Very Good,H,VVS1,61.6,58.0,2318,5.57,5.62,3.42
31993,0.72,Very Good,G,SI1,63.3,53.0,2318,5.73,5.68,3.61
31994,0.72,Ideal,G,SI1,62.0,56.0,2318,5.75,5.71,3.55
31995,0.8,Fair,G,SI2,64.6,55.0,2318,5.86,5.75,3.75
31996,0.71,Fair,I,VS1,57.1,57.0,2318,5.87,5.9,3.36
31997,0.7,Good,D,SI1,64.2,60.0,2318,5.62,5.59,3.6
31998,0.7,Fair,E,SI1,65.2,58.0,2318,5.57,5.54,3.62
31999,0.7,Fair,D,SI1,64.6,57.0,2318,5.6,5.57,3.61
32000,0.56,Ideal,G,VVS1,62.0,56.0,2318,5.3,5.28,3.28
32001,0.56,Ideal,F,VVS2,61.9,56.0,2318,5.32,5.28,3.28
32002,0.72,Premium,H,VS2,61.1,58.0,2318,5.78,5.74,3.52
32003,0.7,Very Good,E,SI1,63.4,56.0,2318,5.7,5.6,3.58
32004,0.6,Ideal,F,VVS2,61.8,57.0,2318,5.42,5.36,3.33
32005,0.56,Ideal,F,VVS2,60.3,56.0,2318,5.39,5.35,3.24
32006,0.7,Good,D,SI1,64.2,62.0,2318,5.52,5.48,3.53
32007,0.72,Premium,G,SI1,60.8,58.0,2318,5.8,5.74,3.51
32008,0.71,Very Good,F,VS2,63.2,59.0,2319,5.66,5.6,3.56
32009,0.7,Ideal,F,SI1,61.6,56.0,2319,5.73,5.67,3.51
32010,0.7,Premium,F,SI1,60.2,58.0,2319,5.76,5.7,3.45
32011,0.7,Premium,F,SI1,61.9,58.0,2319,5.69,5.65,3.51
32012,0.61,Premium,F,VVS2,63.0,60.0,2319,5.35,5.29,3.35
32013,0.71,Ideal,I,SI1,61.6,55.0,2319,5.72,5.74,3.53
32014,0.71,Ideal,I,SI1,62.3,53.0,2319,5.69,5.82,3.56
32015,0.71,Ideal,I,SI1,62.0,54.0,2319,5.72,5.75,3.55
32016,0.71,Ideal,I,SI1,62.1,55.0,2319,5.67,5.73,3.55
32017,0.71,Ideal,I,SI1,61.0,56.0,2319,5.75,5.78,3.52
32018,0.57,Ideal,E,VS2,61.3,57.0,2319,5.38,5.29,3.27
32019,0.57,Ideal,E,VS2,61.0,54.0,2319,5.43,5.39,3.3
32020,0.51,Very Good,E,VVS2,61.3,55.0,2320,5.14,5.16,3.16
32021,0.51,Very Good,E,VVS2,61.8,56.0,2320,5.13,5.16,3.18
32022,0.63,Ideal,G,VS2,61.9,58.0,2320,5.48,5.51,3.4
32023,0.73,Ideal,H,SI1,62.6,57.0,2320,5.66,5.74,3.57
32024,0.57,Ideal,F,VVS2,60.2,57.0,2321,5.38,5.41,3.25
32025,0.56,Ideal,G,IF,62.2,54.0,2321,5.3,5.34,3.31
32026,0.56,Ideal,G,IF,62.0,54.0,2321,5.3,5.32,3.29
32027,0.53,Premium,D,VS1,61.3,58.0,2321,5.27,5.2,3.21
32028,0.87,Premium,J,SI1,61.4,57.0,2321,6.17,6.14,3.78
32029,0.71,Premium,E,SI2,62.7,59.0,2322,5.66,5.7,3.56
32030,0.74,Good,G,VS2,64.2,53.0,2322,5.72,5.69,3.66
32031,0.57,Ideal,F,VVS2,61.6,57.0,2322,5.32,5.36,3.29
32032,0.81,Ideal,I,SI1,62.2,57.0,2323,5.95,5.98,3.71
32033,0.51,Premium,E,VVS1,61.4,60.0,2323,5.11,5.05,3.12
32034,0.54,Ideal,D,VVS2,61.2,55.0,2323,5.31,5.25,3.23
32035,0.54,Premium,D,VVS2,59.1,60.0,2323,5.36,5.34,3.16
32036,0.7,Very Good,E,SI2,60.8,57.0,2324,5.66,5.72,3.46
32037,0.61,Ideal,E,VS1,62.1,57.0,2324,5.41,5.47,3.38
32038,0.7,Very Good,F,VS2,62.2,56.0,2325,5.67,5.75,3.55
32039,0.71,Ideal,G,SI2,60.6,57.0,2325,5.81,5.87,3.54
32040,0.71,Very Good,I,VS1,62.3,60.0,2326,5.69,5.73,3.56
32041,0.31,Very Good,H,VS1,62.4,58.0,544,4.28,4.34,2.69
32042,0.31,Good,E,SI1,63.4,57.0,544,4.31,4.33,2.74
32043,0.31,Good,E,SI1,63.3,55.0,544,4.33,4.36,2.75
32044,0.31,Very Good,H,VS1,61.8,61.0,544,4.32,4.36,2.68
32045,0.31,Premium,G,VS2,62.4,59.0,544,4.34,4.38,2.72
32046,0.31,Very Good,E,SI1,58.3,60.0,544,4.48,4.51,2.62
32047,0.31,Premium,G,VS2,59.2,60.0,544,4.42,4.47,2.63
32048,0.31,Premium,G,VS2,61.5,60.0,544,4.31,4.34,2.66
32049,0.31,Very Good,G,VS2,61.0,56.0,544,4.35,4.37,2.66
32050,0.31,Good,E,SI1,63.1,54.0,544,4.31,4.34,2.73
32051,0.31,Good,E,SI1,63.4,55.0,544,4.32,4.33,2.74
32052,0.31,Premium,G,VS2,61.7,58.0,544,4.32,4.34,2.67
32053,0.31,Good,E,SI1,63.1,55.0,544,4.33,4.36,2.74
32054,0.31,Very Good,H,VS1,62.9,58.0,544,4.31,4.34,2.72
32055,0.31,Ideal,G,VS2,62.7,57.0,544,4.31,4.34,2.71
32056,0.31,Ideal,G,VS2,61.6,55.0,544,4.37,4.39,2.7
32057,0.31,Good,E,SI1,63.1,57.0,544,4.3,4.35,2.73
32058,0.31,Good,G,VS2,63.4,59.0,544,4.29,4.32,2.73
32059,0.31,Very Good,E,SI1,62.8,57.0,544,4.32,4.34,2.72
32060,0.31,Premium,G,VS2,61.7,59.0,544,4.31,4.34,2.67
32061,0.31,Very Good,I,VVS2,62.2,57.0,544,4.34,4.37,2.71
32062,0.31,Premium,I,VVS2,62.1,58.0,544,4.3,4.33,2.68
32063,0.31,Good,E,VS2,63.4,55.0,544,4.32,4.35,2.75
32064,0.73,Very Good,F,SI1,61.6,62.0,2326,5.71,5.76,3.53
32065,0.73,Very Good,F,SI1,59.3,61.0,2326,5.82,5.85,3.46
32066,0.76,Good,I,SI1,64.3,60.0,2326,5.69,5.64,3.64
32067,0.68,Premium,G,VS1,58.6,59.0,2326,5.8,5.77,3.39
32068,0.7,Ideal,H,SI2,61.6,56.0,2326,5.77,5.72,3.53
32069,1.0,Fair,G,SI2,70.2,58.0,2326,6.0,5.73,4.13
32070,0.73,Ideal,I,VS2,62.1,54.0,2327,5.79,5.8,3.6
32071,0.74,Ideal,H,SI2,62.1,57.0,2327,5.75,5.81,3.59
32072,0.74,Good,H,VS2,63.0,57.0,2327,5.72,5.77,3.62
32073,0.71,Premium,I,VS1,61.8,58.0,2327,5.76,5.72,3.55
32074,0.71,Good,I,VS1,63.6,56.0,2327,5.7,5.65,3.61
